,Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
122,bqskit_bv_all_ones_11,bqskit_bv_all_ones_11_OptimizationLevel3,11,0.035094738006591006,10,10,11,10,43,73,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
123,bqskit_bv_all_ones_45,bqskit_bv_all_ones_45_1e-08_ScanPartitioner3_QSearch,45,3.935624361038208,44,44,44,44,179,312,"HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.090909090909091,13.227272727272727,2.0,2.045454545454545,,False,BQSkit
124,bqskit_bv_all_ones_45,bqskit_bv_all_ones_45_1e-08_ScanPartitioner3_LEAP,45,3.90004825592041,44,44,44,44,179,312,"HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.090909090909091,13.681818181818182,2.0,2.136363636363636,,False,BQSkit
125,bqskit_bv_all_ones_45,bqskit_bv_all_ones_45_OptimizationLevel3,45,0.20265436172485302,44,44,45,44,179,277,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
126,bqskit_bv_all_ones_27,bqskit_bv_all_ones_27_1e-08_ScanPartitioner3_QSearch,27,2.721411228179931,26,26,26,26,107,186,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.153846153846154,13.384615384615385,2.0,2.076923076923077,,False,BQSkit
127,bqskit_bv_all_ones_27,bqskit_bv_all_ones_27_1e-08_ScanPartitioner3_LEAP,27,2.731605291366577,26,26,26,26,107,186,"measurement, measurement, measurement, HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.153846153846154,13.384615384615385,2.0,2.076923076923077,,False,BQSkit
128,bqskit_bv_all_ones_27,bqskit_bv_all_ones_27_OptimizationLevel3,27,0.080744504928588,26,26,27,26,107,169,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
129,bqskit_bv_all_ones_37,bqskit_bv_all_ones_37_1e-08_ScanPartitioner3_QSearch,37,1.648557424545288,36,36,36,36,147,256,"HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,6.111111111111111,13.277777777777779,2.0,2.055555555555555,,False,BQSkit
130,bqskit_bv_all_ones_37,bqskit_bv_all_ones_37_1e-08_ScanPartitioner3_LEAP,37,3.137795448303222,36,36,36,36,147,256,"HGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate, measurement, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.111111111111111,13.0,2.0,2.0,,False,BQSkit
131,bqskit_bv_all_ones_37,bqskit_bv_all_ones_37_OptimizationLevel3,37,0.16793632507324202,36,36,37,36,147,229,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
132,bqskit_bv_all_ones_24,bqskit_bv_all_ones_24_1e-08_ScanPartitioner3_QSearch,24,2.8146815299987793,23,23,23,23,95,165,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.916666666666667,12.916666666666666,1.916666666666666,2.0,,False,BQSkit
133,bqskit_bv_all_ones_24,bqskit_bv_all_ones_24_1e-08_ScanPartitioner3_LEAP,24,2.927831649780273,23,23,23,23,95,165,"HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.916666666666667,12.916666666666666,1.916666666666666,2.0,,False,BQSkit
134,bqskit_bv_all_ones_24,bqskit_bv_all_ones_24_OptimizationLevel3,24,0.08173942565917901,23,23,24,23,95,151,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
135,bqskit_bv_all_ones_12,bqskit_bv_all_ones_12_1e-08_ScanPartitioner3_QSearch,12,2.821864366531372,11,11,11,11,47,81,"measurement, measurement, HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.833333333333333,12.0,1.833333333333333,1.833333333333333,,False,BQSkit
136,bqskit_bv_all_ones_12,bqskit_bv_all_ones_12_1e-08_ScanPartitioner3_LEAP,12,2.622757911682129,11,11,11,11,47,81,"measurement, measurement, HGate, CNOTGate, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, measurement, XGate","RZGate, SqrtXGate, CNOTGate,  XGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.833333333333333,12.0,1.833333333333333,1.833333333333333,,False,BQSkit
137,bqskit_bv_all_ones_12,bqskit_bv_all_ones_12_OptimizationLevel3,12,0.035166263580322,11,11,12,11,47,79,"h, measure, cx, x","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
