,Circuit QASM File Name Before Optimization,Circuit QASM File Name After Optimization,Circuit Qubit Count,Compilation Time (seconds),Two-Qubit Gate Count Before Optimization,Two-Qubit Gate Count After Optimization,Two-Qubit Gate Depth Before Optimzation,Two-Qubit Gate Depth After Optimzation,Gate Count Before Optimization,Gate Count After Optimization,Gate Set Before Optimization,Gate Set After Optimization,Partitioner,Optimization Algorithm,Optimization Algorithm Success Threshold,Optimization Algorithm Replace Filter,Partitioner Block Size,Multistart Value,Average Number of Gates in Each Partition Before Optimization,Average Number of Gates in Each Partition After Optimization,Average Number of Two-Qubit Gates in Each Partition Before Optimization,Average Number of Two-Qubit Gates in Each Partition After Optimization,Optimization Level,Randomly Generated Circuit,Framework
115,bqskit_dtc_15_8.4048_84048,bqskit_dtc_15_8.4048_84048_1e-08_ScanPartitioner3_LEAP,15,3.726702928543091,14,28,2,4,44,132,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,6.2857142857142865,25.142857142857142,2.0,4.428571428571429,,False,BQSkit
116,bqskit_dtc_15_8.4048_84048,bqskit_dtc_15_8.4048_84048_OptimizationLevel3,15,0.022817373275756003,14,28,2,4,44,131,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
117,bqskit_dtc_48_3.8889_38889,bqskit_dtc_48_3.8889_38889_1e-08_ScanPartitioner3_QSearch,48,5.235979795455933,47,94,2,4,143,429,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.958333333333333,22.583333333333332,1.958333333333333,3.916666666666666,,False,BQSkit
118,bqskit_dtc_48_3.8889_38889,bqskit_dtc_48_3.8889_38889_1e-08_ScanPartitioner3_LEAP,48,6.091708183288574,47,94,2,4,143,429,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.958333333333333,23.833333333333332,1.958333333333333,4.166666666666667,,False,BQSkit
119,bqskit_dtc_48_3.8889_38889,bqskit_dtc_48_3.8889_38889_OptimizationLevel3,48,0.05847740173339801,47,94,2,4,143,428,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
120,bqskit_dtc_24_1.6895_16895,bqskit_dtc_24_1.6895_16895_1e-08_ScanPartitioner3_QSearch,24,4.4382781982421875,23,46,2,4,71,213,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.916666666666667,22.166666666666668,1.916666666666666,3.833333333333333,,False,BQSkit
121,bqskit_dtc_24_1.6895_16895,bqskit_dtc_24_1.6895_16895_1e-08_ScanPartitioner3_LEAP,24,3.5151326656341553,23,46,2,4,71,213,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.916666666666667,22.166666666666668,1.916666666666666,3.833333333333333,,False,BQSkit
122,bqskit_dtc_24_1.6895_16895,bqskit_dtc_24_1.6895_16895_OptimizationLevel3,24,0.030089378356933004,23,46,2,4,71,212,"rx, rz, rzz","rz, sx, cx",,,,,,,,,,,3.0,False,Qiskit
123,bqskit_dtc_40_6.2907_62907,bqskit_dtc_40_6.2907_62907_1e-08_ScanPartitioner3_QSearch,40,4.409492015838623,39,78,2,4,119,357,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,QSearch,1e-08,less-than-multi,3.0,2^3,5.95,22.5,1.9500000000000002,3.9,,False,BQSkit
124,bqskit_dtc_40_6.2907_62907,bqskit_dtc_40_6.2907_62907_1e-08_ScanPartitioner3_LEAP,40,4.5256640911102295,39,78,2,4,119,357,"RZZGate, RZGate, RXGate","SqrtXGate, RZGate,  CNOTGate",ScanPartitioner3,LEAP,1e-08,less-than-multi,3.0,2^3,5.95,22.5,1.9500000000000002,3.9,,False,BQSkit
